att_w_US,const_st,wf_rec,coast_rec,first_st,oper,NEP,rel,met,moral,instr,oper,att_w_US,const_st,wf_rec,coast_rec,first_st,mean_inst,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,comm_rel,wild_rel,iden_rel,kin_rel,health_rel2,other_rel,extract_r_ins,loss_r_ins,clean_inst,decade_r_mor,right_r_mor,kin_met,resp_met,iden_met,other_met,id_num,tech_r,gender,age,edu,income,employ,pol
3,4,2,4,5,1,2.40,4.17,3.00,3.50,1.67,1,3,4,2,4,5,2.33,1,5,2,2,2,4,5,3,5,5,3,1,2,2,4,3,4,3,1,4,R_cRV5ic7cdPwDd1X,4,1,35,3,6,2,2
5,4,3,3,4,1,4.80,4.83,5.00,4.50,4.33,1,5,4,3,3,4,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,4,5,5,5,5,R_cSJ1RbHQafhfw2x,2,2,42,6,6,1,1
3,,4,2,4,1,3.20,3.50,1.50,4.00,4.33,1,3,,4,2,4,3,5,3,3,2,3,4,3,3,3,4,4,3,5,5,4,4,1,1,1,3,R_cuonXDpuAwB7EUd,1,1,21,4,1,5,5
5,4,4,3,5,2,3.80,3.33,2.00,3.00,4.00,2,5,4,4,3,5,3.33,4,3,4,4,4,4,2,3,4,3,4,3,4,5,3,3,2,2,1,3,R_cUSGSICZizH4ibP,3,1,25,6,4,1,3
3,4,3,2,3,2,5.00,5.00,4.00,5.00,4.33,2,3,4,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,3,5,R_cuuehDPFDRuBWxn,3,2,69,6,2,3,1
5,4,3,2,5,2,4.60,5.00,4.00,5.00,4.33,2,5,4,3,2,5,3.67,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,R_cvcRRTXyJZG42Wx,2,2,24,6,4,2,1
5,4,3,4,4,2,5.00,4.00,4.00,4.00,3.67,2,5,4,3,4,4,3,5,5,5,5,5,4,3,4,4,4,5,2,4,5,4,4,4,4,5,3,R_cVkumCviUibfpwV,2,2,25,6,6,1,1
5,3,2,2,4,1,4.40,3.50,3.75,4.00,3.67,1,5,3,2,2,4,3,5,4,5,4,4,4,4,3,3,3,4,2,4,5,3,5,3,4,3,5,R_cw46VUhKKksccEl,2,2,26,6,5,2,3
5,4,3,3,4,2,2.80,3.50,2.50,2.00,2.67,2,5,4,3,3,4,3.33,3,3,2,3,3,4,3,3,3,4,4,2,2,4,2,2,2,3,2,3,R_d0Vkm9FXus6u2Xj,2,2,59,6,4,1,3
5,4,3,5,1,2,5.00,3.50,4.25,5.00,2.33,2,5,4,3,5,1,3.67,5,5,5,5,5,5,5,1,3,4,3,1,1,5,5,5,3,5,5,4,R_d1hqGSfRusB2WYB,3,2,22,7,1,5,2
5,3,3,3,5,2,3.80,3.33,2.00,4.00,3.67,2,5,3,3,3,5,3,5,4,3,3,4,4,4,2,3,3,4,3,4,4,4,4,2,3,1,2,R_d3WFRxD01cWJHQp,3,2,22,4,1,2,3
4,4,3,2,4,2,4.80,4.33,3.00,4.00,4.00,2,4,4,3,2,4,3.33,5,4,5,5,5,4,3,4,5,5,5,3,4,5,4,4,3,3,2,4,R_d4gxMC1tfFzsB1j,2,2,30,7,1,3,3
5,4,3,2,3,2,4.80,4.00,3.75,5.00,3.67,2,5,4,3,2,3,3,5,5,4,5,5,4,4,3,4,4,5,2,4,5,5,5,4,4,2,5,R_d5NFyjFU4mtTovr,2,2,24,6,6,5,1
5,4,3,2,3,2,4.20,3.83,4.00,4.00,3.33,2,5,4,3,2,3,3.33,5,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,R_d5o2FCPWWgtizcx,2,2,41,6,8,1,1
5,,1,2,3,2,3.40,4.33,1.00,5.00,3.00,2,5,,1,2,3,4.33,5,3,3,3,3,5,3,5,5,3,5,3,1,5,5,5,1,1,1,1,R_d6ETQfzFpqQymhL,3,1,45,6,5,1,3
5,4,3,3,4,1,4.20,4.33,4.00,4.50,4.67,1,5,4,3,3,4,3.33,5,4,4,4,4,4,5,5,5,4,3,4,5,5,5,4,4,5,3,4,R_d6Gd6yVxVpfiIjb,3,1,54,3,5,4,1
4,4,3,3,4,1,4.20,3.33,2.25,4.00,3.67,1,4,4,3,3,4,3,5,4,4,4,4,4,2,3,4,3,4,3,4,4,3,5,2,2,2,3,R_dbcXzQUhGqs7QSF,2,2,33,5,6,1,5
5,4,3,4,4,1,3.60,4.50,3.25,4.00,4.00,1,5,4,3,4,4,3.33,4,3,4,3,4,4,5,4,5,4,5,3,4,5,4,4,3,4,2,4,R_dbzwnErp9TWhYTr,2,2,30,6,8,3,1
4,3,3,2,3,2,4.60,3.83,4.00,5.00,4.67,2,4,3,3,2,3,3.33,5,5,5,4,4,4,4,3,4,3,5,4,5,5,5,5,3,5,4,4,R_dg67SVAkMvbqjNH,1,2,19,4,1,5,1
5,4,3,4,5,2,4.00,5.00,5.00,5.00,4.67,2,5,4,3,4,5,3.33,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,R_dgNSvO0l9aymLYx,2,1,30,6,6,1,1
5,4,3,5,3,2,4.20,3.67,3.25,3.50,4.00,2,5,4,3,5,3,2.67,4,5,5,4,3,3,3,4,4,4,4,2,5,5,3,4,3,4,2,4,R_dhsUh4PunZnqObz,2,2,66,4,4,2,3
4,3,4,3,2,2,3.00,2.83,2.75,2.00,3.00,2,4,3,4,3,2,3,4,2,4,3,2,4,2,3,4,2,2,2,3,4,2,2,2,3,4,2,R_dhTsDTwirdNCXGZ,2,2,38,6,10,1,1
5,4,3,4,3,2,1.60,3.33,3.00,2.00,3.00,2,5,4,3,4,3,3,2,2,2,1,1,4,3,4,4,2,3,2,3,4,2,2,3,3,3,3,R_dnCWkQjzaAdOzxb,2,2,60,4,7,3,2
4,4,3,2,4,2,3.00,3.67,3.50,4.00,3.33,2,4,4,3,2,4,2.67,4,3,2,4,2,4,4,4,4,2,4,2,4,4,4,4,3,4,3,4,R_dogKIS0XGm03C2p,1,1,64,6,7,1,3
5,4,3,2,5,2,5.00,4.33,4.25,5.00,4.67,2,5,4,3,2,5,3.33,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,5,4,5,3,5,R_e2uMOfaQ2XNjhyZ,3,2,19,3,12,5,1
4,4,3,3,4,2,3.40,3.83,3.25,3.00,2.67,2,4,4,3,3,4,3.33,4,2,4,4,3,4,4,4,3,4,4,2,2,4,3,3,3,3,3,4,R_e33J1ub9FfHSyot,3,1,42,6,10,4,2
4,3,3,2,4,2,4.20,4.00,3.25,4.50,5.00,2,4,3,3,2,4,3.67,5,5,1,5,5,3,4,4,5,3,5,5,5,5,5,4,3,5,3,2,R_e3cyMfhBdMk6D3L,2,1,52,6,2,3,1
5,4,3,2,3,2,4.60,2.83,3.00,3.50,3.67,2,5,4,3,2,3,3,5,4,4,5,5,3,2,3,3,3,3,3,4,4,3,4,3,3,3,3,R_e3P6K5pln04v8fb,5,1,19,4,6,5,3
5,4,3,5,3,2,5.00,5.00,5.00,5.00,4.00,2,5,4,3,5,3,2.67,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,R_e3zZsCSg0CiSPZj,3,1,20,4,12,1,3
5,4,3,5,2,2,3.40,4.33,5.00,5.00,4.00,2,5,4,3,5,2,3.33,5,3,4,1,4,4,4,4,5,5,4,3,4,5,5,5,5,5,5,5,R_e4e09Tf648CkLAx,1,1,34,5,5,4,3
4,4,3,4,4,2,3.80,4.00,4.25,4.50,3.67,2,4,4,3,4,4,3,5,2,5,4,3,4,4,4,4,4,4,2,4,5,4,5,4,5,3,5,R_e4Ih3i9Aa1nr9Ot,2,2,26,7,4,3,5
5,,3,2,4,1,4.40,4.17,4.00,4.50,4.67,1,5,,3,2,4,3.33,5,4,5,4,4,5,4,4,5,2,5,4,5,5,4,5,5,3,3,5,R_eaDEHuW687d6R37,3,1,24,6,3,1,1
5,4,3,5,3,2,4.00,4.00,3.75,4.00,4.00,2,5,4,3,5,3,3.33,4,4,5,3,4,5,3,3,4,5,4,3,4,5,4,4,3,4,4,4,R_eaffsMkag0wCfOJ,4,1,28,6,6,5,1
5,4,3,1,4,2,3.00,3.67,2.75,4.00,3.67,2,5,4,3,1,4,3,3,4,2,4,2,4,4,4,2,4,4,2,4,5,4,4,2,3,3,3,R_eaMevRytmPlQRG5,2,2,36,7,6,1,2
4,3,3,4,3,2,4.20,4.17,3.75,3.50,4.00,2,4,3,3,4,3,3.33,5,4,5,3,4,5,3,4,4,4,5,3,4,5,3,4,4,4,3,4,R_ebAysdUZivGqkcJ,3,1,56,7,8,1,3
5,3,1,3,3,2,3.20,3.00,3.00,1.50,2.67,2,5,3,1,3,3,3.33,3,4,3,3,3,2,4,3,2,3,4,2,2,4,2,1,2,4,2,4,R_eDqbEJUdasHpmU5,2,2,22,4,10,5,1
4,3,4,1,4,2,3.40,3.17,3.25,3.00,3.33,2,4,3,4,1,4,3.33,4,4,3,2,4,2,3,4,4,4,2,3,3,4,3,3,3,3,4,3,R_eDSmf8RhthpwKTr,2,1,22,5,3,1,1
5,3,2,2,2,2,4.00,3.67,3.50,4.50,4.00,2,5,3,2,2,2,2.67,4,5,4,4,3,5,1,3,4,5,4,2,5,5,5,4,4,3,2,5,R_eEA6P0lDhzk7GhD,4,2,27,3,4,3,5
5,4,3,4,3,1,2.80,2.67,1.50,1.50,3.00,1,5,4,3,4,3,3,2,3,4,2,3,3,2,4,2,3,2,2,3,4,2,1,1,3,1,1,R_eeot0CF8zaFqtYp,2,2,33,6,6,1,2
4,4,3,5,3,2,4.40,4.67,4.75,4.00,4.33,2,4,4,3,5,3,3,5,4,4,5,4,4,4,5,5,5,5,3,5,5,4,4,5,5,4,5,R_eepEnr5BOdjrp9b,3,1,50,6,6,1,1
4,4,2,2,3,2,3.60,3.50,3.25,2.50,3.00,2,4,4,2,2,3,3,4,4,3,3,4,4,4,3,4,2,4,2,3,4,2,3,3,4,2,4,R_eFGDA9b5iFUkOIB,3,1,22,5,6,5,3
5,4,3,5,3,2,4.40,4.50,3.75,5.00,4.67,2,5,4,3,5,3,3.33,5,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,4,5,2,4,R_eFOllh6lCCc3nkV,2,1,36,6,6,4,1
5,4,3,5,5,2,4.00,4.00,5.00,4.00,4.33,2,5,4,3,5,5,3.67,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,R_eGbQ71Hj5U4bhml,2,1,24,6,3,1,3
4,4,3,3,4,1,3.20,4.00,3.25,3.50,2.67,1,4,4,3,3,4,3.33,3,3,3,4,3,4,4,4,4,4,4,2,2,4,3,4,3,4,3,3,R_eh5pcVEURr1WeNv,3,1,42,6,11,4,2
4,4,3,1,3,1,4.80,4.33,4.00,4.50,3.67,1,4,4,3,1,3,3,5,5,5,5,4,4,4,5,4,4,5,3,4,4,4,5,4,4,3,5,R_eICzmsyOuWZXJ9X,4,1,66,3,2,6,1
5,4,3,3,3,2,4.40,4.33,4.50,4.00,3.67,2,5,4,3,3,3,3,5,4,5,4,4,4,4,5,5,4,4,2,4,5,4,4,5,5,3,5,R_eIPK6Ya5MMXPrhP,2,1,36,7,6,1,3
4,3,3,2,4,2,3.20,3.17,3.00,3.00,3.00,2,4,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,4,2,3,4,3,3,3,3,3,3,R_ekEg6o8P5Tlsx6d,2,2,34,7,10,1,5
5,4,5,5,5,2,3.40,3.67,3.75,1.00,3.67,2,5,4,5,5,5,2.33,5,1,1,5,5,4,2,2,5,4,5,1,5,5,1,1,5,5,1,4,R_el22tcAF8oylTmJ,3,1,38,3,4,1,1
4,4,3,3,4,1,4.20,4.17,5.00,4.00,4.33,1,4,4,3,3,4,3.67,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,5,5,5,R_elE1gWpVuI014Et,2,1,27,3,2,1,3
4,3,2,4,4,2,4.20,4.00,3.50,3.50,4.00,2,4,3,2,4,4,3.33,4,4,5,4,4,4,4,4,4,4,4,3,4,5,3,4,3,4,3,4,R_eLlIHaesAqsqFZX,2,1,23,4,6,5,1
5,4,3,4,5,2,4.80,4.67,2.50,4.00,4.33,2,5,4,3,4,5,3,5,5,5,4,5,5,5,5,4,5,4,3,5,5,4,4,3,3,1,3,R_eLqKxoiUzn5lum1,3,2,24,4,2,1,1
5,4,1,2,3,1,4.00,4.00,4.00,4.00,4.00,1,5,4,1,2,3,3.33,4,4,4,4,4,4,4,4,4,3,5,3,4,5,4,4,3,5,3,5,R_emLV4M5pLY6VEdT,1,1,19,4,9,5,3
5,4,3,2,5,2,4.00,3.67,2.50,4.00,4.33,2,5,4,3,2,5,3.67,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,2,3,1,4,R_emoq3AYZhc0zEr3,2,1,35,6,10,1,1
5,4,3,3,3,2,3.40,4.17,5.00,2.00,3.00,2,5,4,3,3,3,3.67,4,2,4,3,4,5,4,4,4,4,4,2,2,5,2,2,5,5,5,5,R_eOHNNDC7HcZ8szr,4,2,31,7,6,1,1
3,,3,2,3,1,3.00,3.17,2.00,3.00,3.33,1,3,,3,2,3,3.33,3,3,3,3,3,4,2,3,4,2,4,3,3,4,2,4,1,3,1,3,R_eQKQFE1A856u3Pv,2,1,54,6,8,1,3
4,3,3,2,3,2,3.20,3.00,2.25,3.50,3.67,2,4,3,3,2,3,3,3,3,4,3,3,3,2,2,2,5,4,3,4,4,4,3,2,2,1,4,R_er3efIHEv8lfgah,3,2,36,6,2,3,5
4,3,3,2,3,2,2.60,3.50,2.50,2.00,2.67,2,4,3,3,2,3,3.33,2,3,4,2,2,4,2,3,4,4,4,2,2,4,2,2,2,3,2,3,R_eR5IEwHotx12nVb,2,1,22,6,2,1,1
5,,3,3,3,1,2.00,4.00,4.75,5.00,4.00,1,5,,3,3,3,4,3,1,1,4,1,4,5,4,4,2,5,4,3,5,5,5,5,4,5,5,R_eSgMhuuFVr2bN5P,4,1,35,6,7,1,3
4,3,1,2,2,1,3.00,3.67,3.75,2.50,2.67,1,4,3,1,2,2,3.33,3,2,3,4,3,4,4,5,4,1,4,2,2,4,3,2,4,4,4,3,R_etD12acTHVo6w9T,2,2,32,6,1,2,1
5,4,3,5,3,2,4.20,5.00,5.00,4.00,4.33,2,5,4,3,5,3,3.67,4,4,4,5,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,R_etD7MzYJ7zOuxUN,2,1,53,5,6,1,1
5,4,3,2,3,1,4.00,4.17,4.00,4.50,4.33,1,5,4,3,2,3,3,4,4,4,4,4,3,4,5,5,4,4,3,5,5,4,5,4,5,3,4,R_eUOvfJ7CNuFailT,2,1,35,4,4,2,1
5,4,3,3,3,2,3.20,3.67,3.25,2.50,3.33,2,5,4,3,3,3,2.67,4,2,3,4,3,4,4,3,4,3,4,2,4,4,3,2,3,4,3,3,R_eVfldsb7MdgwbOJ,2,2,35,7,8,1,3
2,4,3,2,3,2,2.40,3.33,2.25,4.00,4.00,2,2,4,3,2,3,3.33,3,3,2,2,2,4,3,3,4,2,4,4,4,4,4,4,2,3,2,2,R_ewCJvISccDpFbMx,2,1,29,4,7,1,3
5,4,4,3,4,1,3.80,4.17,3.50,3.50,4.00,1,5,4,4,3,4,3.33,4,4,4,3,4,4,4,4,5,4,4,3,4,5,3,4,4,4,3,3,R_eXKLQwf9XpktlmR,3,2,22,4,9,1,3
1,1,2,2,1,2,1.60,2.50,1.50,2.00,2.67,2,1,1,2,2,1,2.67,1,2,1,3,1,3,2,3,3,2,2,3,3,2,2,2,1,2,1,2,R_eXmR1gv8hanVQAB,2,1,40,4,5,4,2
4,3,3,2,4,2,3.80,3.83,3.00,3.00,3.33,2,4,3,3,2,4,2.67,3,2,4,5,5,4,3,4,4,3,5,2,4,4,3,3,4,3,2,3,R_eycEeieXrYzisap,3,2,26,7,3,1,3
5,4,3,2,5,2,5.00,5.00,4.50,5.00,4.33,2,5,4,3,2,5,3.67,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,R_ezFAqUG11Mqi0v3,2,1,32,6,6,4,3
